#Solar element abundances lodders 2020
e-  0.00
Al  0.000
C   0.000
Ca  0.000 
Fe  0.000
H   12.00          
He  0.000
K   0.000
Mg  0.000
N   0.000
Na  0.000
O   0.000
P   0.000
S   0.000
Si  0.000
Ti  0.000
V   0.000
