#Solar element abundances lodders 2020
e-  0.00
Al  0.000
C	9.8610
Ca  0.000 
Fe  0.000
H   12.00          
He	10.9940
K   0.000
Mg  0.000
N	9.2410
Na  0.000
O	10.4221
P	6.8210
S	8.5410
Si  0.000
Ti	6.2910
V	5.3410
